run_accession	sample_accession	experiment_accession	study_accession	sample_title	sample_alias	sample_description	description	library_name	experiment_title	study_title	run_alias	read_count	fastq_ftp	sample_title_x	sample_desc_x	sample_alias_x	label_hits
SRR21574821	SAMN30822198	SRX17577016	PRJNA879945	human eye metagenome	XBS73	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS73	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS73.fastq	66385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/021/SRR21574821/SRR21574821.fastq.gz	human eye metagenome		XBS73	patient;demodex
SRR21574825	SAMN30822195	SRX17577012	PRJNA879945	human eye metagenome	XBS70	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS70	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS70.fastq	75986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/025/SRR21574825/SRR21574825.fastq.gz	human eye metagenome		XBS70	patient;demodex
SRR21574833	SAMN30822161	SRX17577004	PRJNA879945	human eye metagenome	XBS10	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS10	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS10.fastq	53177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/033/SRR21574833/SRR21574833.fastq.gz	human eye metagenome		XBS10	patient;demodex
SRR21574839	SAMN30822182	SRX17576998	PRJNA879945	human eye metagenome	XBS52	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS52	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS52.fastq	65230	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/039/SRR21574839/SRR21574839.fastq.gz	human eye metagenome		XBS52	patient;demodex
SRR21574840	SAMN30822181	SRX17576997	PRJNA879945	human eye metagenome	XBS51	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS51	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS51.fastq	66414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/040/SRR21574840/SRR21574840.fastq.gz	human eye metagenome		XBS51	patient;demodex
SRR21574842	SAMN30822179	SRX17576995	PRJNA879945	human eye metagenome	XBS49	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS49	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS49.fastq	59315	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/042/SRR21574842/SRR21574842.fastq.gz	human eye metagenome		XBS49	patient;demodex
SRR21574845	SAMN30822177	SRX17576992	PRJNA879945	human eye metagenome	XBS45	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS45	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS45.fastq	73053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/045/SRR21574845/SRR21574845.fastq.gz	human eye metagenome		XBS45	patient;demodex
SRR21574846	SAMN30822176	SRX17576991	PRJNA879945	human eye metagenome	XBS43	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS43	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS43.fastq	33427	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/046/SRR21574846/SRR21574846.fastq.gz	human eye metagenome		XBS43	patient;demodex
SRR21574849	SAMN30822173	SRX17576988	PRJNA879945	human eye metagenome	XBS36	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS36	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS36.fastq	62218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/049/SRR21574849/SRR21574849.fastq.gz	human eye metagenome		XBS36	patient;demodex
SRR21574852	SAMN30822170	SRX17576985	PRJNA879945	human eye metagenome	XBS33	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS33	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS33.fastq	64134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/052/SRR21574852/SRR21574852.fastq.gz	human eye metagenome		XBS33	patient;demodex
SRR21574853	SAMN30822169	SRX17576984	PRJNA879945	human eye metagenome	XBS32	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS32	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS32.fastq	47472	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/053/SRR21574853/SRR21574853.fastq.gz	human eye metagenome		XBS32	patient;demodex
SRR21574856	SAMN30822158	SRX17576981	PRJNA879945	human eye metagenome	XBS01	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS01	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS01.fastq	43606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/056/SRR21574856/SRR21574856.fastq.gz	human eye metagenome		XBS01	patient;demodex
SRR21574815	SAMN30822167	SRX17577022	PRJNA879945	human eye metagenome	XBS23	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS23	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS23.fastq	50072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/015/SRR21574815/SRR21574815.fastq.gz	human eye metagenome		XBS23	patient;demodex
SRR21574816	SAMN30822166	SRX17577021	PRJNA879945	human eye metagenome	XBS20	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS20	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS20.fastq	80010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/016/SRR21574816/SRR21574816.fastq.gz	human eye metagenome		XBS20	patient;demodex
SRR21574818	SAMN30822164	SRX17577019	PRJNA879945	human eye metagenome	XBS15	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS15	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS15.fastq	76884	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/018/SRR21574818/SRR21574818.fastq.gz	human eye metagenome		XBS15	patient;demodex
SRR21574819	SAMN30822163	SRX17577018	PRJNA879945	human eye metagenome	XBS12	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS12	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS12.fastq	26561	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/019/SRR21574819/SRR21574819.fastq.gz	human eye metagenome		XBS12	patient;demodex
SRR21574822	SAMN30822162	SRX17577015	PRJNA879945	human eye metagenome	XBS11	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS11	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS11.fastq	63499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/022/SRR21574822/SRR21574822.fastq.gz	human eye metagenome		XBS11	patient;demodex
SRR21574824	SAMN30822196	SRX17577013	PRJNA879945	human eye metagenome	XBS71	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS71	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS71.fastq	71729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/024/SRR21574824/SRR21574824.fastq.gz	human eye metagenome		XBS71	patient;demodex
SRR21574826	SAMN30822194	SRX17577011	PRJNA879945	human eye metagenome	XBS69	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS69	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS69.fastq	75859	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/026/SRR21574826/SRR21574826.fastq.gz	human eye metagenome		XBS69	patient;demodex
SRR21574827	SAMN30822193	SRX17577010	PRJNA879945	human eye metagenome	XBS68	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS68	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS68.fastq	59362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/027/SRR21574827/SRR21574827.fastq.gz	human eye metagenome		XBS68	patient;demodex
SRR21574828	SAMN30822192	SRX17577009	PRJNA879945	human eye metagenome	XBS67	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS67	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS67.fastq	62463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/028/SRR21574828/SRR21574828.fastq.gz	human eye metagenome		XBS67	patient;demodex
SRR21574829	SAMN30822191	SRX17577008	PRJNA879945	human eye metagenome	XBS65	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS65	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS65.fastq	71074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/029/SRR21574829/SRR21574829.fastq.gz	human eye metagenome		XBS65	patient;demodex
SRR21574830	SAMN30822190	SRX17577007	PRJNA879945	human eye metagenome	XBS64	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS64	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS64.fastq	81211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/030/SRR21574830/SRR21574830.fastq.gz	human eye metagenome		XBS64	patient;demodex
SRR21574831	SAMN30822189	SRX17577006	PRJNA879945	human eye metagenome	XBS63	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS63	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS63.fastq	73297	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/031/SRR21574831/SRR21574831.fastq.gz	human eye metagenome		XBS63	patient;demodex
SRR21574832	SAMN30822188	SRX17577005	PRJNA879945	human eye metagenome	XBS61	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS61	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS61.fastq	76169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/032/SRR21574832/SRR21574832.fastq.gz	human eye metagenome		XBS61	patient;demodex
SRR21574837	SAMN30822184	SRX17577000	PRJNA879945	human eye metagenome	XBS54	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS54	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS54.fastq	72632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/037/SRR21574837/SRR21574837.fastq.gz	human eye metagenome		XBS54	patient;demodex
SRR21574838	SAMN30822183	SRX17576999	PRJNA879945	human eye metagenome	XBS53	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS53	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS53.fastq	76669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/038/SRR21574838/SRR21574838.fastq.gz	human eye metagenome		XBS53	patient;demodex
SRR21574841	SAMN30822180	SRX17576996	PRJNA879945	human eye metagenome	XBS50	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS50	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS50.fastq	77648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/041/SRR21574841/SRR21574841.fastq.gz	human eye metagenome		XBS50	patient;demodex
SRR21574847	SAMN30822175	SRX17576990	PRJNA879945	human eye metagenome	XBS39	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS39	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS39.fastq	50193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/047/SRR21574847/SRR21574847.fastq.gz	human eye metagenome		XBS39	patient;demodex
SRR21574850	SAMN30822172	SRX17576987	PRJNA879945	human eye metagenome	XBS35	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS35	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS35.fastq	62382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/050/SRR21574850/SRR21574850.fastq.gz	human eye metagenome		XBS35	patient;demodex
SRR21574851	SAMN30822171	SRX17576986	PRJNA879945	human eye metagenome	XBS34	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS34	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS34.fastq	80776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/051/SRR21574851/SRR21574851.fastq.gz	human eye metagenome		XBS34	patient;demodex
SRR21574854	SAMN30822168	SRX17576983	PRJNA879945	human eye metagenome	XBS31	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS31	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS31.fastq	47175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/054/SRR21574854/SRR21574854.fastq.gz	human eye metagenome		XBS31	patient;demodex
SRR21574855	SAMN30822159	SRX17576982	PRJNA879945	human eye metagenome	XBS07	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS07	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS07.fastq	66462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/055/SRR21574855/SRR21574855.fastq.gz	human eye metagenome		XBS07	patient;demodex
SRR21574817	SAMN30822165	SRX17577020	PRJNA879945	human eye metagenome	XBS18	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS18	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS18.fastq	84758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/017/SRR21574817/SRR21574817.fastq.gz	human eye metagenome		XBS18	patient;demodex
SRR21574820	SAMN30822199	SRX17577017	PRJNA879945	human eye metagenome	XBS75	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS75	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS75.fastq	7482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/020/SRR21574820/SRR21574820.fastq.gz	human eye metagenome		XBS75	patient;demodex
SRR21574823	SAMN30822197	SRX17577014	PRJNA879945	human eye metagenome	XBS72	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS72	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS72.fastq	86721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/023/SRR21574823/SRR21574823.fastq.gz	human eye metagenome		XBS72	patient;demodex
SRR21574834	SAMN30822187	SRX17577003	PRJNA879945	human eye metagenome	XBS58	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS58	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS58.fastq	68990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/034/SRR21574834/SRR21574834.fastq.gz	human eye metagenome		XBS58	patient;demodex
SRR21574835	SAMN30822186	SRX17577002	PRJNA879945	human eye metagenome	XBS57	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS57	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS57.fastq	64644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/035/SRR21574835/SRR21574835.fastq.gz	human eye metagenome		XBS57	patient;demodex
SRR21574836	SAMN30822185	SRX17577001	PRJNA879945	human eye metagenome	XBS56	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS56	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS56.fastq	78609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/036/SRR21574836/SRR21574836.fastq.gz	human eye metagenome		XBS56	patient;demodex
SRR21574843	SAMN30822178	SRX17576994	PRJNA879945	human eye metagenome	XBS47	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS47	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS47.fastq	69060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/043/SRR21574843/SRR21574843.fastq.gz	human eye metagenome		XBS47	patient;demodex
SRR21574844	SAMN30822160	SRX17576993	PRJNA879945	human eye metagenome	XBS09	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS09	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS09.fastq	78630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/044/SRR21574844/SRR21574844.fastq.gz	human eye metagenome		XBS09	patient;demodex
SRR21574848	SAMN30822174	SRX17576989	PRJNA879945	human eye metagenome	XBS37	human eye metagenome	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	XBS37	Illumina NovaSeq 6000 sequencing: RNA-Seq of microbiota: ocular surface in patients with Demodex blepharitis	ocular surface microbiota in patients with Demodex blepharitis	XBS37.fastq	66458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/048/SRR21574848/SRR21574848.fastq.gz	human eye metagenome		XBS37	patient;demodex
